CONCERNS,Search,OLD ID#,Fiorella data ID#,FAO - ID,FAO - biblio ID,IN FAO or Fiorella?,# data points,ID#,Source,journal,Year,Geographic_location,Geographic Location - Cleaned,HDI,DemersPelag,EnvTemp,Form,Form - Clean,Season,SeasonCL,Species_from_search,Family,Matt - Comments,not sure,Other Info - INFOODS ONLY,DW protein,DW minerals,DW vitamins,DW FA,Ambig Protein,Ambig Minerals,Ambig Vitamins,Ambig FA,Protein - Sample Weight,Protein - Replicates,Protein - Value,Protein - Variance,Protein - Unit,PrRel,PrSt,Zn - Sample Weight,Zn - Replicates,Zn - Value,Zn - Variance,Zn - Unit,ZnRel,ZnSt,Ca - Sample Weight,Ca - Replicates,Ca - Value,Ca - Variance,Ca - Unit,CaRel,CaSt,Fe - Sample Weight,Fe - Replicates,Fe - Value,Fe - Variance,Fe - Unit,FeRel,FeSt,Se - Sample Weight,Se - Replicates,Se - Value,Se - Variance,Se - Unit,SeRel,SeSt,P - Sample Weight,P - Replicates,P - Value,P - Variance,P - Unit,PRel,PSt,Mg - Sample Weight,Mg - Replicates,Mg - Value,Mg - Variance,Mg - Unit,MgRel,MgSt,Potential mixup with N3.6_PUFA,Potential mixup with Vitamin A (1=does not clearly state total vitamin A),VitA - Sample Weight,VitA - Replicates,VitA - Value,VitA - Variance,VitA - Unit,VitARel,VitASt,VitB12 - Sample Weight,VitB12 - Replicates,VitB12 - Value,VitB12 - Variance,VitB12 - Unit,VitB12Rel,VitB12St,PUFA - Sample Weight,PUFA - Replicates,PUFA - Reported Value,PUFA - Value,PUFA - Variance,PUFA - Unit,PUFARel,PUFASt,EPA - Sample Weight,EPA - Replicates,EPA - Reported Value,EPA - Value,EPA - Variance,EPA - Unit,EPARel,EPASt,DHA - Sample Weight,DHA - Replicates,DHA - Reported Value,DHA - Value,DHA - Variance,DHA - Unit,DHARel,DHASt,O3 - Sample Weight,O3 - Replicates,n.3 - Reported Value,O3 - Value,O3 - Variance,O3 - Unit,O3Rel,O3St,O6 - Sample Weight,O6 - Replicates,n.6 - Reported Value,O6 - Value,O6 - Variance,O6 - Unit,O6Rel,O6St,Count,,,,,,
,FAO - INFOODS (V2.1),C_717,,902244,fi199,1,1,B_142,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Flying barb, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Esomus danrica,Cyprinidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,394,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_718,,902245,fi199,1,1,B_143,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Flying barb, edible parts (eyes excluded), raw",whole (minus parts)*,"Sep, Oct",,Esomus danrica,Cyprinidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,105,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_719,,902246,fi199,1,1,B_144,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Flying barb, whole, raw",whole,"Sep, Oct",,Esomus danrica,Cyprinidae,A) Edible portion = 0.87,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,422,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_720,,902247,fi199,1,1,B_145,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,demersal,tropical,"Loach, edible parts (eyes excluded), raw",whole (minus parts)*,"Sep, Oct",,Lepidocephalichthys guntea,Cobitidae,A) Edible portion = 0.87 B) Eyes excluded,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,17,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
sample from river,FAO - INFOODS (V2.1),C_721,,902248,fi199,1,1,B_146,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,pelagic-neritic,tropical,"Freshwater garfish, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Xenentodon cancila,Belonidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,54,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
sample from river,FAO - INFOODS (V2.1),C_722,,902249,fi199,1,1,B_147,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,pelagic-neritic,tropical,"Ganges river sprat, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Corica soborna,Clupeidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,10,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
sample from river,FAO - INFOODS (V2.1),C_723,,902250,fi199,1,1,B_148,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,pelagic-neritic,tropical,"Ganges river sprat, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Corica soborna,Clupeidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,17,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
sample from river,FAO - INFOODS (V2.1),C_724,,902251,fi199,1,1,B_149,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,pelagic-neritic,tropical,"Ganges river sprat, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Corica soborna,Clupeidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,14,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_725,,902252,fi199,1,1,B_150,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,demersal,tropical,"Climbing perch, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Anabas testudineus,Anabantidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,163,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_726,,902254,fi199,1,1,B_151,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,demersal,tropical,"Philippine catfish, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Clarias batrachus,Clariidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,7,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_727,,902255,fi199,1,1,B_152,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Pool barb, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Puntius sophore,Cyprinidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,20,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_728,,902256,fi199,1,1,B_153,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Pool barb, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Puntius sophore,Cyprinidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,30,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_729,,902257,fi199,1,1,B_154,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Pool barb, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Puntius sophore,Cyprinidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,31,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_730,,902258,fi199,1,1,B_155,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Asian barb, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Puntius chola,Cyprinidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,43,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_731,,902259,fi199,1,1,B_156,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,subtropical,"Ticto barb, edible parts (eyes excluded), raw",whole (minus parts)*,"Sep, Oct",,Pethia ticto,Cyprinidae,A) Edible portion = 0.87 B)Eyes excluded,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,11,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_732,,902260,fi199,1,1,B_157,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,demersal,tropical,"Stinging catfish, edible parts (eyes partly excluded), raw",whole (minus parts)*,"Sep, Oct",,Heteropneustes fossilis,Heteropneustidae,A) Edible portion = 0.87 B) eyes partially excluded,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,11,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_733,,902261,fi199,1,1,B_158,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Spotted snakehead, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Channa punctata,Channidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,47,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_734,,902262,fi199,1,1,B_159,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Spotted snakehead, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Channa punctata,Channidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,117,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V2.1),C_735,,902263,fi199,1,1,B_160,"Roos N., Leth T., Jakobsen J., Thilsted S.H. (2002). High vitamin A content in some small indigenous fish species in Bangladesh: perspectives for food-based strategies to reduce vitamin A deficiency. International Journal of Food Science and Nutrition 53:425-437",FAO - INFOODS (V2.1),2002,"Bangladesh, Kishoreeganj/Mymensingh district",Bangladesh,Medium,benthopelagic,tropical,"Spotted snakehead, edible parts (eyes included), raw",whole (minus parts)*,"Sep, Oct",,Channa punctata,Channidae,A) Edible portion = 0.87 B) Eyes Included,,fish cleaned according to local practices,,,,,,,,,,,,, ,,,, ,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,87,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,A) All food components are measured as per 100g edible portion on fresh weight basis,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,,,,
,FAO - INFOODS (V3.0),C_740,,902337,fc001,1,5,B_161,"Kuhnlein, H. V., Chan, H. M., Leggee D., Barthet B. (2002) Macronutrient, Mineral and Fatty Acid Composition of Canadian Arctic Traditional Food. Journal of Food composition and Analysis 15: 545-566. ",FAO - INFOODS (V3.0),2002,"Canada, Canadian Arctic, Yukon and Inuit communities residing in Northwest Territories, Nunavut and Labrador",Canada,Very High,demersal,temperate,"Loche, wild, flesh, raw",muscle,2 seasons (highest & lowest months of harvesting cycle in Yukon First Nations (1995) & Inuit (1998-1999) communities),,Lota lota,Lotidae,,,,,,,,,,,,,2,17,1.8,%,17,0.349829352,,3,0.7,,mg/100g,0.7,0.099691546,,3,8,7.9,mg/100g,8,0.004273008,,3,0.3,0.24,mg/100g,0.3,0.017095658,,1,20,,μg/100g,20,0.011248228,, ,,, ,,,, ,,, ,,,,,, ,,, ,,,,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,Samples were taken in the wild (informed by the author),,,,
,FAO - INFOODS (V3.0),C_741,,902340,fc001,1,7,B_162,"Kuhnlein, H. V., Chan, H. M., Leggee D., Barthet B. (2002) Macronutrient, Mineral and Fatty Acid Composition of Canadian Arctic Traditional Food. Journal of Food composition and Analysis 15: 545-566. ",FAO - INFOODS (V3.0),2002,"Canada, Canadian Arctic, Yukon and Inuit communities residing in Northwest Territories, Nunavut and Labrador",Canada,Very High,demersal,subtropical,"Pike, wild, flesh, raw",muscle,2 seasons (highest & lowest months of harvesting cycle in Yukon First Nations (1995) & Inuit (1998-1999) communities),,Esox lucius,Esocidae,,,,,,,,,,,,,4,20,1.2,%,20,0.605802048,,5,0.4,,mg/100g,0.4,0.052718932,,5,19,16,mg/100g,19,0.01365861,,5,0.2,0.05,mg/100g,0.2,0.009098063,,3,50,21,μg/100g,50,0.02890451,, ,,, ,,,,3,28,2,mg/100g,28,0.180614136,,,, ,,, ,,,,,,,,,,, ,,,,,,,,1,,tr,,g/100g,,,,1,,0.2,,g/100g,0.2,0.042634833,,,,,,,,,,,,,,,,,1,,Samples were taken in the wild (informed by the author),,,,
sample from river,FAO - INFOODS (V3.0),C_745,,902361,fc003,1,6,B_163,"Kuhnlein, H.V., Appavoo, D., Morrison, N. Soueida, R., Pierro, P. (1994). Use and nutrition composition of traditional Sahtu (Hareskin) Dene/Metis Foods. Journal of Food composition and analysis 7: 144-157. ",FAO - INFOODS (V3.0),1994,"Canada, Northwest Territories, western Canadian Arctic, communities of K ásho T ine (Fort Good Hope) and K áhbamit úé (Colville Lake)",Canada,Very High,pelagic-neritic,polar,"Cisco, wild, meat, raw",muscle,1988 to 1990,,Coregonus autumnalis,Salmonidae,,,,,,,,,,,,,2,18,0.4,%,18,0.435153584,,2,0.4,0.04,mg/100g,0.4,0.052718932,,2,30,9.3,mg/100g,30,0.023044211,,2,1,0.3,mg/100g,1,0.073078818,, ,,, ,,,,2,200,11,mg/100g,200,0.126973356,,2,23,0.9,mg/100g,23,0.147032749,,,, ,,, ,,,,,,,,,,, ,,,, ,,,, ,,,, ,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,"FAT- was analysed using AOAC 16.064 (1984), but it was not possible to find the original method.",,,0,
sample from river,FAO - INFOODS (V3.0),C_746,,902364,fc003,1,6,B_164,"Kuhnlein, H.V., Appavoo, D., Morrison, N. Soueida, R., Pierro, P. (1994). Use and nutrition composition of traditional Sahtu (Hareskin) Dene/Metis Foods. Journal of Food composition and analysis 7: 144-157. ",FAO - INFOODS (V3.0),1994,"Canada, Northwest Territories, western Canadian Arctic, communities of K ásho T ine (Fort Good Hope) and K áhbamit úé (Colville Lake)",Canada,Very High,demersal,polar,"Inconnu, wild, meat, raw",muscle,1988 to 1990,,Stenodus leucichthys,Salmonidae,,,,,,,,,,,,,2,19,1.6,%,19,0.520477816,,2,0.3,0.01,mg/100g,0.3,0.037061393,,2,10,3.7,mg/100g,10,0.005979481,,2,0.4,0,mg/100g,0.4,0.025093252,, ,,, ,,,,2,250,12,mg/100g,250,0.163048837,,2,33,4.4,mg/100g,33,0.214195524,,,, ,,, ,,,,,,,,,,, ,,,, ,,,, ,,,, ,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,"FAT- was analysed using AOAC 16.064 (1984), but it was not possible to find the original method.",,,,
,FAO - INFOODS (V3.0),C_747,,902368,fc003,1,6,B_165,"Kuhnlein, H.V., Appavoo, D., Morrison, N. Soueida, R., Pierro, P. (1994). Use and nutrition composition of traditional Sahtu (Hareskin) Dene/Metis Foods. Journal of Food composition and analysis 7: 144-157. ",FAO - INFOODS (V3.0),1994,"Canada, Northwest Territories, western Canadian Arctic, communities of K ásho T ine (Fort Good Hope).",Canada,Very High,demersal,temperate,"Loche, wild, meat, raw",muscle,1988 to 1990,,Lota lota,Lotidae,,,,,,,,,,,,,10,18,1,%,18,0.435153584,,10,0.6,0.12,mg/100g,0.6,0.084034008,,10,40,30,mg/100g,40,0.031576576,,10,0.4,0.11,mg/100g,0.4,0.025093252,, ,,, ,,,,10,190,28,mg/100g,190,0.11975826,,10,20,3.2,mg/100g,20,0.126883916,,,, ,,, ,,,,,,,,,,, ,,,,,,,, ,,,, ,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,"FAT- was analysed using AOAC 16.064 (1984), but it was not possible to find the original method",,,,
,FAO - INFOODS (V3.0),C_748,,902375,fc003,1,6,B_166,"Kuhnlein, H.V., Appavoo, D., Morrison, N. Soueida, R., Pierro, P. (1994). Use and nutrition composition of traditional Sahtu (Hareskin) Dene/Metis Foods. Journal of Food composition and analysis 7: 144-157. ",FAO - INFOODS (V3.0),1994,"Canada, Northwest Territories, western Canadian Arctic, communities of K ásho T ine (Fort Good Hope).",Canada,Very High,demersal,subtropical,"Pike, wild, meat, raw",muscle,1988 to 1990,,Esox lucius,Esocidae,,,,,,,,,,,,,4,19,1.2,%,19,0.520477816,,3,0.7,0.17,mg/100g,0.7,0.099691546,,3,60,34,mg/100g,60,0.048641306,,3,0.4,0.12,mg/100g,0.4,0.025093252,, ,,, ,,,,3,220,22,mg/100g,220,0.141403548,,3,28,3.1,mg/100g,28,0.180614136,,,, ,,, ,,,,,,,,,,, ,,,,,,,, ,,,, ,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,"FAT- was analysed using AOAC 16.064 (1984), but it was not possible to find the original method",,,,
