,Search,Year,GeographicLocation_Cleaned,DemersPelag,Form_Clean,Species_from_search,Family,Order,DepthRangeDeep,BodyShapeI,LMax,EnvTemp,trophic_level,K,tm,nutrient,nutvalue,Habitat
213,WOS,1997.0,Spain,demersal,muscle,Dicologlossa_cuneata,Soleidae,Pleuronectiformes,460.0,flat,30.0,subtropical,3.3,0.379999995,1.973593,Omega-3,0.057135008,Marine
214,WOS,1997.0,Spain,demersal,muscle,Dicologlossa_cuneata,Soleidae,Pleuronectiformes,460.0,flat,30.0,subtropical,3.3,0.379999995,1.973593,Omega-3,0.068154037,Marine
215,WOS,1997.0,Spain,demersal,muscle,Dicologlossa_cuneata,Soleidae,Pleuronectiformes,460.0,flat,30.0,subtropical,3.3,0.379999995,1.973593,Omega-3,0.097269363,Marine
216,WOS,1997.0,Spain,demersal,muscle,Anguilla_anguilla,Anguillidae,Anguilliformes,700.0,elongate,50.0,temperate,3.6,0.151999995,4.297659,Omega-3,0.779945782,Marine
217,WOS,1997.0,Spain,demersal,muscle,Anguilla_anguilla,Anguillidae,Anguilliformes,700.0,elongate,50.0,temperate,3.6,0.151999995,4.297659,Omega-3,0.71387492,Marine
218,WOS,1997.0,Spain,demersal,muscle,Anguilla_anguilla,Anguillidae,Anguilliformes,700.0,elongate,50.0,temperate,3.6,0.151999995,4.297659,Omega-3,0.634975916,Marine
219,WOS,1997.0,Spain,reef_associated,muscle,Euthynnus_alletteratus,Scombridae,Perciformes,150.0,fusiform,122.0,tropical,4.5,0.189999998,3.186096,Omega-3,0.1463644,Marine
220,WOS,1997.0,Spain,reef_associated,muscle,Euthynnus_alletteratus,Scombridae,Perciformes,150.0,fusiform,122.0,tropical,4.5,0.189999998,3.186096,Omega-3,0.268255152,Marine
221,WOS,1997.0,Spain,pelagic,muscle,Micromesistius_poutassou,Gadidae,Gadiformes,3000.0,elongate,50.0,temperate,4.1,0.36500001,1.946903,Omega-3,0.24,Marine
222,WOS,1997.0,Spain,pelagic_neritic,muscle,Dicenctrarcchus_punctatus,Moronidae,Perciformes,30.0,elongate,70.0,subtropical,3.94,0.111,3.0,Omega-3,0.28,Marine
223,WOS,1997.0,Spain,benthopelagic,muscle,Pagellus_bogaraveo,Sparidae,Perciformes,700.0,fusiform,130.0,temperate,4.2,0.162,4.171139,Omega-3,0.68090939,Marine
224,WOS,1997.0,Spain,benthopelagic,muscle,Pagellus_bogaraveo,Sparidae,Perciformes,700.0,fusiform,130.0,temperate,4.2,0.162,4.171139,Omega-3,0.541168887,Marine
225,WOS,1997.0,Spain,benthopelagic,muscle,Pagellus_bogaraveo,Sparidae,Perciformes,700.0,fusiform,130.0,temperate,4.2,0.162,4.171139,Omega-3,1.749771877,Marine
226,WOS,1997.0,Spain,pelagic_neritic,muscle,Engraulis_encrasicolus,Engraulidae,Clupeiformes,400.0,elongate,20.0,subtropical,3.12,1.0,1.0,Omega-3,0.996992472,Marine
227,WOS,1997.0,Spain,pelagic_neritic,muscle,Engraulis_encrasicolus,Engraulidae,Clupeiformes,400.0,elongate,20.0,subtropical,3.12,1.0,1.0,Omega-3,1.39256743,Marine
228,WOS,1997.0,Spain,benthopelagic,muscle,Pagellus_erythrinus,Sparidae,Perciformes,300.0,fusiform,60.0,subtropical,3.5,0.238999993,3.004809,Omega-3,0.6026104,Marine
229,WOS,1997.0,Spain,benthopelagic,muscle,Pagellus_erythrinus,Sparidae,Perciformes,300.0,fusiform,60.0,subtropical,3.5,0.238999993,3.004809,Omega-3,0.168640626,Marine
230,WOS,1997.0,Spain,pelagic_neritic,muscle,Scomber_scombrus,Scombridae,Perciformes,1000.0,fusiform,60.0,temperate,3.6,0.261999995,2.636997,Omega-3,0.595121462,Marine
231,WOS,1997.0,Spain,pelagic_neritic,muscle,Scomber_scombrus,Scombridae,Perciformes,1000.0,fusiform,60.0,temperate,3.6,0.261999995,2.636997,Omega-3,1.85840805,Marine
232,WOS,1997.0,Spain,pelagic_neritic,muscle,Scomber_scombrus,Scombridae,Perciformes,1000.0,fusiform,60.0,temperate,3.6,0.261999995,2.636997,Omega-3,0.936677664,Marine
233,WOS,1997.0,Spain,pelagic_neritic,muscle,Scomber_scombrus,Scombridae,Perciformes,1000.0,fusiform,60.0,temperate,3.6,0.261999995,2.636997,Omega-3,2.291235232,Marine
234,WOS,1997.0,Spain,benthopelagic,muscle,Dentex_dentex,Sparidae,Perciformes,200.0,fusiform,100.0,subtropical,4.5,0.100000001,6.257382,Omega-3,0.904612508,Marine
235,WOS,1997.0,Spain,benthopelagic,muscle,Dentex_dentex,Sparidae,Perciformes,200.0,fusiform,100.0,subtropical,4.5,0.100000001,6.257382,Omega-3,0.23027631,Marine
236,WOS,1997.0,Spain,benthopelagic,muscle,Dentex_dentex,Sparidae,Perciformes,200.0,fusiform,100.0,subtropical,4.5,0.100000001,6.257382,Omega-3,0.386593016,Marine
237,WOS,1997.0,Spain,benthopelagic,muscle,Dentex_dentex,Sparidae,Perciformes,200.0,fusiform,100.0,subtropical,4.5,0.100000001,6.257382,Omega-3,0.416144608,Marine
238,WOS,1997.0,Spain,benthopelagic,muscle,Galeorhinus_galeus,Triakidae,Carcharhiniformes,1100.0,elongate,193.0,subtropical,4.3,0.123999998,4.787212,Omega-3,0.215346158,Marine
239,WOS,1997.0,Spain,benthopelagic,muscle,Galeorhinus_galeus,Triakidae,Carcharhiniformes,1100.0,elongate,193.0,subtropical,4.3,0.123999998,4.787212,Omega-3,0.199008096,Marine
240,WOS,1997.0,Spain,benthopelagic,muscle,Galeorhinus_galeus,Triakidae,Carcharhiniformes,1100.0,elongate,193.0,subtropical,4.3,0.123999998,4.787212,Omega-3,0.130673896,Marine
241,WOS,1997.0,Spain,demersal,muscle,Sparus_aurata,Sparidae,Perciformes,150.0,fusiform,70.0,subtropical,3.7,0.25999999,2.577892,Omega-3,0.330700392,Marine
242,WOS,1997.0,Spain,demersal,muscle,Sparus_aurata,Sparidae,Perciformes,150.0,fusiform,70.0,subtropical,3.7,0.25999999,2.577892,Omega-3,1.32005688,Marine
243,WOS,1997.0,Spain,demersal,muscle,Sparus_aurata,Sparidae,Perciformes,150.0,fusiform,70.0,subtropical,3.7,0.25999999,2.577892,Omega-3,1.04091629,Marine
244,WOS,1997.0,Spain,pelagic_neritic,muscle,Scomber_japonicus,Scombridae,Perciformes,300.0,fusiform,64.0,subtropical,3.4,0.47299999,1.53045,Omega-3,0.82,Marine
245,WOS,1997.0,Spain,benthopelagic,muscle,Pagrus_auriga,Sparidae,Perciformes,170.0,short_deep,80.0,subtropical,3.8,0.090000004,7.0,Omega-3,0.177692512,Marine
246,WOS,1997.0,Spain,benthopelagic,muscle,Pagrus_auriga,Sparidae,Perciformes,170.0,short_deep,80.0,subtropical,3.8,0.090000004,7.0,Omega-3,0.203023102,Marine
247,WOS,1997.0,Spain,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Omega-3,0.621551978,Marine
248,WOS,1997.0,Spain,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Omega-3,1.299352704,Marine
249,WOS,1997.0,Spain,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Omega-3,0.36178213,Marine
250,WOS,1997.0,Spain,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Omega-3,0.39491024,Marine
251,WOS,1997.0,Spain,demersal,muscle,Solea_solea,Soleidae,Pleuronectiformes,150.0,flat,70.0,subtropical,3.2,0.361999989,1.961502,Omega-3,0.347501328,Marine
252,WOS,1997.0,Spain,demersal,muscle,Solea_solea,Soleidae,Pleuronectiformes,150.0,flat,70.0,subtropical,3.2,0.361999989,1.961502,Omega-3,0.266729372,Marine
253,WOS,1997.0,Spain,demersal,muscle,Solea_solea,Soleidae,Pleuronectiformes,150.0,flat,70.0,subtropical,3.2,0.361999989,1.961502,Omega-3,0.14308475,Marine
254,WOS,1997.0,Spain,demersal,muscle,Solea_solea,Soleidae,Pleuronectiformes,150.0,flat,70.0,subtropical,3.2,0.361999989,1.961502,Omega-3,0.273516202,Marine
255,WOS,1997.0,Spain,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Omega-3,0.119760512,Marine
256,WOS,1997.0,Spain,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Omega-3,0.529235228,Marine
257,WOS,1997.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Omega-3,0.17280528,Marine
258,WOS,1997.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Omega-3,0.220885512,Marine
259,WOS,1997.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Omega-3,0.2491245,Marine
260,WOS,1997.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Omega-3,0.19415825,Marine
261,WOS,1997.0,Spain,benthopelagic,muscle,Aetomylaeus_bovinus,Myliobatidae,Myliobatiformes,150.0,flat,222.0,subtropical,3.79,0.3,4.5,Omega-3,0.1,Marine
262,WOS,1997.0,Spain,pelagic,muscle,Xiphias_gladius,Xiphiidae,Perciformes,800.0,elongate,455.0,temperate,4.5,0.119000003,4.539633,Omega-3,0.25,Marine
263,WOS,1997.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Omega-3,0.255426692,Marine
264,WOS,1997.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Omega-3,0.445570576,Marine
265,WOS,1997.0,Spain,demersal,muscle,Pleuronectes_platessa,Pleuronectidae,Pleuronectiformes,200.0,flat,100.0,temperate,3.2,0.061999999,10.53358,Omega-3,0.21,Marine
266,WOS,1997.0,Spain,pelagic,muscle,Lophius_piscatorius,Lophiidae,Lophiiformes,1000.0,short_deep,200.0,polar_deep,4.4,0.109999999,5.406501,Omega-3,0.17,Marine
267,WOS,1997.0,Spain,demersal,muscle,Scophthalmus_maximus,Scophthalmidae,Pleuronectiformes,70.0,flat,100.0,temperate,4.4,0.310000002,2.161476,Omega-3,0.29399881,Marine
268,WOS,1997.0,Spain,demersal,muscle,Scophthalmus_maximus,Scophthalmidae,Pleuronectiformes,70.0,flat,100.0,temperate,4.4,0.310000002,2.161476,Omega-3,0.196652379,Marine
269,WOS,1997.0,Spain,demersal,muscle,Mullus_barbatus_barbatus,Mullidae,Perciformes,328.0,fusiform,33.2,subtropical,3.14,0.44,1.7,Omega-3,1.637718624,Marine
270,WOS,1997.0,Spain,demersal,muscle,Mullus_barbatus_barbatus,Mullidae,Perciformes,328.0,fusiform,33.2,subtropical,3.14,0.44,1.7,Omega-3,0.832774544,Marine
271,WOS,1997.0,Spain,demersal,muscle,Mullus_barbatus_barbatus,Mullidae,Perciformes,328.0,fusiform,33.2,subtropical,3.14,0.44,1.7,Omega-3,0.798976616,Marine
272,WOS,1997.0,Spain,demersal,muscle,Mullus_barbatus_barbatus,Mullidae,Perciformes,328.0,fusiform,33.2,subtropical,3.14,0.44,1.7,Omega-3,1.60474864,Marine
275,WOS,1997.0,Spain,benthopelagic,muscle,Sarpa_salpa,Sparidae,Perciformes,70.0,fusiform,51.0,subtropical,3.515730337,0.228,2.969132,Omega-3,0.19,Marine
276,WOS,1997.0,Spain,demersal,muscle,Diplodus_sargus_sargus,Sparidae,Perciformes,50.0,fusiform,45.0,subtropical,3.38,0.1,6.6,Omega-3,0.260670993,Marine
277,WOS,1997.0,Spain,demersal,muscle,Diplodus_sargus_sargus,Sparidae,Perciformes,50.0,fusiform,45.0,subtropical,3.38,0.1,6.6,Omega-3,0.290345802,Marine
278,WOS,1997.0,Spain,demersal,muscle,Diplodus_sargus_sargus,Sparidae,Perciformes,50.0,fusiform,45.0,subtropical,3.38,0.1,6.6,Omega-3,0.391748985,Marine
279,WOS,1997.0,Spain,pelagic,muscle,Lepidorhombus_whiffiagonis,Scophthalmidae,Pleuronectiformes,700.0,flat,55.0,polar_deep,4.3,0.119999997,5.479939,Omega-3,0.51,Marine
280,WOS,1997.0,Spain,pelagic,muscle,Lepidorhombus_whiffiagonis,Scophthalmidae,Pleuronectiformes,700.0,flat,55.0,polar_deep,4.3,0.119999997,5.479939,Omega-3,0.51,Marine
281,WOS,1997.0,Spain,benthopelagic,muscle,Oncorhynchus_mykiss,Salmonidae,Salmoniformes,200.0,fusiform,122.0,subtropical,4.1,0.698000014,0.9337703,Omega-3,1.6,Marine
282,WOS,2012.0,Bulgaria,pelagic_neritic,muscle,Sprattus_sprattus,Clupeidae,Clupeiformes,150.0,fusiform,16.0,temperate,3.0,0.529999971,1.558404,Omega-3,0.4357105,Marine
283,WOS,2012.0,Bulgaria,benthopelagic,muscle,Ponticola_ratan,Gobiidae,Perciformes,30.0,fusiform,24.7750001,temperate,3.35,0.452499998,1.87580025,Omega-3,0.23634998,Marine
284,WOS,2012.0,Bulgaria,pelagic,muscle,Trachurus_mediterraneus,Carangidae,Perciformes,500.0,fusiform,60.0,subtropical,3.8,0.209000006,3.278801,Omega-3,0.72192472,Marine
285,WOS,2012.0,Bulgaria,pelagic_neritic,muscle,Alosa_immaculata,Clupeidae,Clupeiformes,90.0,fusiform,39.0,temperate,4.0,0.319999993,2.169573,Omega-3,2.74531508,Marine
631,FAO,2010.0,Tunisia,demersal,whole,Atherina_boyeri,Atherinidae,Atheriniformes,9.466666667,elongate,20.0,subtropical,3.2,0.159999996,4.942871,Omega-3,1.02902784,Marine
632,FAO,2010.0,Tunisia,demersal,whole,Atherina_boyeri,Atherinidae,Atheriniformes,9.466666667,elongate,20.0,subtropical,3.2,0.159999996,4.942871,Omega-3,0.611502288,Marine
774,FAO,2010.0,Tunisia,pelagic_neritic,whole,Atherina,Atherinidae,Atheriniformes,9.466,elongate,15.8,subtropical,3.26,0.382,2.72,Omega-3,0.5004989,Marine
832,WOS,2003.0,Italy,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Omega-3,0.44077397,Marine
833,WOS,2003.0,Italy,demersal,muscle,Sparus_aurata,Sparidae,Perciformes,150.0,fusiform,70.0,subtropical,3.7,0.25999999,2.577892,Omega-3,0.812025126,Marine
834,WOS,1994.0,Canada,pelagic_neritic,whole,Thaleichthys_pacificus,Osmeridae,Osmeriformes,300.0,elongate,34.0,temperate,3.25,0.34,2.3,Omega-3,3.6,Marine
848,WOS,2015.0,USA,demersal,muscle,Beringraja_binoculata,Rajidae,Rajiformes,800.0,flat,244.0,temperate,3.92,0.07,7.648181818,Omega-3,0.3877102,Marine
849,WOS,2015.0,USA,pelagic,muscle,Raja_rhina,Rajidae,Rajiformes,1069.0,flat,180.0,polar_deep,3.811111111,0.07,8.45021,Omega-3,0.4023592,Marine
850,Expert,,India,reef_associated,muscle,Epinephelus,Serranidae,Perciformes,158.1410256,fusiform,83.39770115,tropical,3.943396226,0.23748276,3.834993422,Omega-3,0.097538,Marine
851,Expert,,India,benthopelagic,muscle,Harpadon_nehereus,Synodontidae,Aulopiformes,576.6666667,elongate,40.0,tropical,4.2,0.53,1.3,Omega-3,0.5977048,Marine
852,Expert,,India,pelagic,muscle,Katsuwonus_pelamis,Scombridae,Perciformes,260.0,fusiform,110.0,tropical,4.4,0.389999986,1.59151,Omega-3,0.0771514,Marine
853,Expert,,India,demersal,muscle,Eubleekeria_splendens,Leiognathidae,Perciformes,100.0,short_deep,17.0,tropical,2.9,1.029999971,0.7939364,Omega-3,0.5750056,Marine
854,Expert,,India,benthopelagic,muscle,Mugil_cephalus,Mugilidae,Mugiliformes,120.0,fusiform,100.0,subtropical,2.5,0.230000004,2.869968,Omega-3,0.3875388,Marine
855,Expert,,India,demersal,muscle,Nemipterus_japonicus,Nemipteridae,Perciformes,80.0,fusiform,32.0,tropical,3.8,0.50999999,1.418672,Omega-3,1.5553561,Marine
857,Expert,,India,pelagic_neritic,muscle,Rastrelliger_kanagurta,Scombridae,Perciformes,90.0,fusiform,38.0,tropical,3.2,1.5,0.5008605,Omega-3,0.4920971,Marine
858,Expert,,India,pelagic_neritic,muscle,Sardinella_longiceps,Clupeidae,Clupeiformes,200.0,fusiform,23.0,tropical,2.4,0.400000006,1.847685,Omega-3,1.8062884,Marine
859,Expert,,India,pelagic_neritic,muscle,Stolephorus_commersonnii,Engraulidae,Clupeiformes,50.0,fusiform,10.0,tropical,3.05,0.96,0.9,Omega-3,0.087894,Marine
860,Expert,,India,pelagic_neritic,muscle,Stolephorus_waitei,Engraulidae,Clupeiformes,50.0,elongate,151.62,tropical,3.3,0.163000003,5.256953,Omega-3,0.26499,Marine
861,Expert,,India,pelagic,muscle,Thunnus_albacares,Scombridae,Perciformes,250.0,fusiform,239.0,tropical,4.4,0.314999998,1.830759,Omega-3,0.0529336,Marine
862,Expert,,India,benthopelagic,muscle,Trichiurus_lepturus,Trichiuridae,Perciformes,589.0,elongate,234.0,subtropical,4.4,0.289000005,2.06241,Omega-3,0.5694896,Marine
863,Expert,,India,demersal,muscle,Lates_calcarifer,Latidae,Perciformes,40.0,fusiform,200.0,tropical,3.8,0.125,4.485883,Omega-3,0.3058952,Marine
864,Expert,,India,pelagic_neritic,muscle,Tenualosa_ilisha,Clupeidae,Clupeiformes,200.0,fusiform,60.0,tropical,2.9,0.49000001,1.384019,Omega-3,2.0862214,Marine
866,Expert,,India,pelagic_neritic,muscle,Euthynnus_affinis,Scombridae,Perciformes,200.0,fusiform,100.0,tropical,4.5,0.444000006,1.43524,Omega-3,0.130376,Marine
872,WOS,1998.0,Black Sea,pelagic_neritic,muscle,Engraulis_encrasicolus,Engraulidae,Clupeiformes,400.0,elongate,20.0,subtropical,3.12,1.0,1.0,Omega-3,5.077508352,Marine
873,WOS,1998.0,Black Sea,pelagic_neritic,muscle,Sprattus_sprattus,Clupeidae,Clupeiformes,150.0,fusiform,16.0,temperate,3.0,0.529999971,1.558404,Omega-3,0.923607629,Marine
874,WOS,1998.0,Black Sea,pelagic,muscle,Trachurus_mediterraneus,Carangidae,Perciformes,500.0,fusiform,60.0,subtropical,3.8,0.209000006,3.278801,Omega-3,1.481979305,Marine
875,WOS,1998.0,Black Sea,benthopelagic,muscle,Merlangius_merlangus,Gadidae,Gadiformes,200.0,fusiform,70.0,temperate,4.4,0.340000004,2.036024,Omega-3,5.56857301,Marine
876,WOS,1998.0,Black Sea,demersal,muscle,Mullus_barbatus_barbatus,Mullidae,Perciformes,328.0,fusiform,33.2,subtropical,3.14,0.44,1.7,Omega-3,1.337078848,Marine
877,WOS,1998.0,Black Sea,pelagic,muscle,Belone_belone,Belonidae,Beloniformes,237.0,elongate,93.0,temperate,4.2,0.248999998,2.628342,Omega-3,2.98925319,Marine
878,WOS,1998.0,Black Sea,pelagic_neritic,muscle,Alosa_alosa,Clupeidae,Clupeiformes,300.0,fusiform,69.0,temperate,3.0,0.384000003,1.746547,Omega-3,2.853469923,Marine
879,WOS,1998.0,Black Sea,pelagic_neritic,muscle,Spicara_smaris,Sparidae,Perciformes,328.0,elongate,20.0,subtropical,3.16,0.4,2.0,Omega-3,3.485749135,Marine
880,WOS,1998.0,Black Sea,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Omega-3,1.124374407,Marine
899,WOS,2014.0,Japan,benthopelagic,muscle,Diaphus_watasei,Myctophidae,Myctophiformes,2005.0,elongate,17.0,subtropical,3.285714286,0.800000012,1.022433,Omega-3,2.6332874,Marine
900,WOS,2014.0,Japan,benthopelagic,muscle,Diaphus_watasei,Myctophidae,Myctophiformes,2005.0,elongate,17.0,subtropical,3.285714286,0.800000012,1.022433,Omega-3,0.904794,Marine
901,WOS,2014.0,Japan,benthopelagic,muscle,Diaphus_watasei,Myctophidae,Myctophiformes,2005.0,elongate,17.0,subtropical,3.285714286,0.800000012,1.022433,Omega-3,1.3221432,Marine
902,WOS,2014.0,Japan,benthopelagic,muscle,Diaphus_watasei,Myctophidae,Myctophiformes,2005.0,elongate,17.0,subtropical,3.285714286,0.800000012,1.022433,Omega-3,0.4467068,Marine
903,WOS,2014.0,Japan,benthopelagic,muscle,Diaphus_watasei,Myctophidae,Myctophiformes,2005.0,elongate,17.0,subtropical,3.285714286,0.800000012,1.022433,Omega-3,0.5609905,Marine
904,WOS,2014.0,Japan,pelagic,whole,Diaphus_suborbitalis,Myctophidae,Myctophiformes,1537.0,elongate,7.3,polar_deep,3.285714286,1.39,0.7,Omega-3,1.0600786,Marine
905,WOS,2014.0,Japan,pelagic,whole,Diaphus_suborbitalis,Myctophidae,Myctophiformes,1537.0,elongate,7.3,polar_deep,3.285714286,1.39,0.7,Omega-3,1.18919,Marine
906,WOS,2014.0,Japan,pelagic,whole,Diaphus_suborbitalis,Myctophidae,Myctophiformes,1537.0,elongate,7.3,polar_deep,3.285714286,1.39,0.7,Omega-3,1.1666471,Marine
907,WOS,2014.0,Japan,pelagic,whole,Benthosema_pterotum,Myctophidae,Myctophiformes,300.0,fusiform,7.0,polar_deep,3.1,1.809999943,0.5,Omega-3,2.6841108,Marine
908,WOS,2014.0,Japan,pelagic,whole,Benthosema_pterotum,Myctophidae,Myctophiformes,300.0,fusiform,7.0,polar_deep,3.1,1.809999943,0.5,Omega-3,1.0494555,Marine
909,WOS,2014.0,Japan,pelagic,whole,Benthosema_pterotum,Myctophidae,Myctophiformes,300.0,fusiform,7.0,polar_deep,3.1,1.809999943,0.5,Omega-3,1.0708614,Marine
910,WOS,2014.0,Japan,pelagic,muscle,Katsuwonus_pelamis,Scombridae,Perciformes,260.0,fusiform,110.0,tropical,4.4,0.389999986,1.59151,Omega-3,0.673693,Marine
912,WOS,2012.0,Portugal,pelagic,muscle,Aphanopus_carbo,Trichiuridae,Perciformes,1700.0,elongate,115.4,polar_deep,4.5,0.109999999,5.331634,Omega-3,56.0,Marine
913,WOS,2012.0,Portugal,pelagic,muscle,Aphanopus_carbo,Trichiuridae,Perciformes,1700.0,elongate,115.4,polar_deep,4.5,0.109999999,5.331634,Omega-3,36.0,Marine
914,WOS,2012.0,Portugal,pelagic,muscle,Aphanopus_carbo,Trichiuridae,Perciformes,1700.0,elongate,115.4,polar_deep,4.5,0.109999999,5.331634,Omega-3,28.0,Marine
915,WOS,2012.0,Portugal,pelagic,muscle,Aphanopus_carbo,Trichiuridae,Perciformes,1700.0,elongate,115.4,polar_deep,4.5,0.109999999,5.331634,Omega-3,53.0,Marine
916,WOS,2012.0,Portugal,pelagic,muscle,Aphanopus_carbo,Trichiuridae,Perciformes,1700.0,elongate,115.4,polar_deep,4.5,0.109999999,5.331634,Omega-3,42.0,Marine
917,Expert,1989.0,Australia,demersal,muscle,Aldrichetta_forsteri,Mugilidae,Mugiliformes,50.0,fusiform,50.0,temperate,2.51,0.51,1.4,Omega-3,0.527077,Marine
918,Expert,1989.0,Australia,demersal,muscle,Sillaginodes_punctatus,Sillaginidae,Perciformes,200.0,elongate,72.0,temperate,3.28,0.47,1.4,Omega-3,0.114547,Marine
919,Expert,2012.0,Australia,demersal,muscle,Mustelus_antarcticus,Triakidae,Carcharhiniformes,350.0,elongate,175.0,temperate,4.45,0.17,3.5,Omega-3,0.141,Marine
920,Expert,2012.0,Australia,pelagic_neritic,whole,Sardinops_sagax,Clupeidae,Clupeiformes,200.0,fusiform,39.5,subtropical,2.8,0.340000004,2.210949,Omega-3,0.69,Marine
921,Expert,2012.0,Australia,pelagic_neritic,whole,Spratelloides_robustus,Clupeidae,Clupeiformes,50.0,elongate,12.0,subtropical,3.4,1.02,0.8,Omega-3,0.404,Marine
20,WOS,2013.0,Portugal,reef_associated,muscle,Balistes_capriscus,Balistidae,Tetraodontiformes,100.0,short_deep,60.0,subtropical,4.1,0.340000004,2.04685,Protein,19.03,Marine
21,WOS,2013.0,Portugal,reef_associated,muscle,Balistes_capriscus,Balistidae,Tetraodontiformes,100.0,short_deep,60.0,subtropical,4.1,0.340000004,2.04685,Protein,20.54,Marine
22,WOS,2013.0,Portugal,reef_associated,muscle,Balistes_capriscus,Balistidae,Tetraodontiformes,100.0,short_deep,60.0,subtropical,4.1,0.340000004,2.04685,Protein,18.9,Marine
23,WOS,2013.0,Portugal,reef_associated,muscle,Balistes_capriscus,Balistidae,Tetraodontiformes,100.0,short_deep,60.0,subtropical,4.1,0.340000004,2.04685,Protein,20.53,Marine
24,WOS,2013.0,Portugal,reef_associated,muscle,Balistes_capriscus,Balistidae,Tetraodontiformes,100.0,short_deep,60.0,subtropical,4.1,0.340000004,2.04685,Protein,19.85,Marine
25,WOS,2013.0,Portugal,reef_associated,muscle,Balistes_capriscus,Balistidae,Tetraodontiformes,100.0,short_deep,60.0,subtropical,4.1,0.340000004,2.04685,Protein,21.37,Marine
31,WOS,2008.0,Kenya,demersal,muscle,Galeichthys_feliceps,Ariidae,Siluriformes,120.0,fusiform,55.0,subtropical,3.8,0.180000007,3.7,Protein,20.67,Marine
32,WOS,2008.0,Kenya,benthopelagic,muscle,Trichiurus_lepturus,Trichiuridae,Perciformes,589.0,elongate,234.0,subtropical,4.4,0.289000005,2.06241,Protein,21.75,Marine
33,WOS,2005.0,Argentina,pelagic_neritic,whole,Scomber_japonicus,Scombridae,Perciformes,300.0,fusiform,64.0,subtropical,3.4,0.47299999,1.53045,Protein,16.23,Marine
34,WOS,2005.0,Argentina,benthopelagic,whole,Micromesistius_australis,Gadidae,Gadiformes,900.0,elongate,90.0,temperate,3.3,0.197999999,3.312731,Protein,13.42,Marine
35,WOS,2005.0,Argentina,demersal,whole,Discopyge_tschudii,Narcinidae,Torpediniformes,165.0,flat,53.8,subtropical,3.3,0.36,1.9,Protein,8.67,Marine
36,WOS,2005.0,Argentina,demersal,whole,Zearaja_chilensis,Rajidae,Rajiformes,500.0,flat,210.0,temperate,4.5,0.123000003,5.043384,Protein,10.51,Marine
37,WOS,2005.0,Argentina,demersal,whole,Psammobatis_scobina,Arhynchobatidae,Rajiformes,450.0,flat,108.148718,subtropical,3.913333333,0.239999995,5.4,Protein,12.56,Marine
38,WOS,2005.0,Argentina,demersal,whole,Psammobatis_normani,Arhynchobatidae,Rajiformes,121.0,flat,90.0,subtropical,3.913333333,0.239999995,5.4,Protein,12.13,Marine
39,WOS,2005.0,Argentina,demersal,whole,Bathyraja_brachyurops,Arhynchobatidae,Rajiformes,313.0,flat,64.19999695,temperate,4.1,0.129999995,5.0,Protein,11.66,Marine
40,WOS,2005.0,Argentina,demersal,whole,Bathyraja_macloviana,Arhynchobatidae,Rajiformes,1373.978723,flat,108.148718,temperate,3.4,0.079999998,15.9,Protein,11.68,Marine
41,WOS,2005.0,Argentina,demersal,whole,Bathyraja_scaphiops,Arhynchobatidae,Rajiformes,500.0,flat,111.0,temperate,3.913333333,0.079999998,7.5,Protein,11.79,Marine
42,WOS,2005.0,Argentina,demersal,whole,Callorhinchus_callorynchus,Callorhinchidae,Chimaeriformes,116.0,elongate,89.2,subtropical,3.4,0.209999993,3.0,Protein,10.79,Marine
